Date,Time,Soc,Speed,Mode,LAT,LON,ALT,GpsSpeed,Temperature,Humidity,Weather,WindSpeedAv,Traffic,SpeedLimit
06/30/2021,09:39:19,93.420000,0.000000,N,33.986145,-6.724951,151.000000,0.277800,19.700000,83.000000,Clouds,0.000000,0,40.000000
06/30/2021,09:39:20,93.420000,0.000000,N,33.986145,-6.724951,151.000000,0.277800,19.700000,83.000000,Clouds,0.000000,0,40.000000
06/30/2021,09:39:21,93.420000,0.000000,N,33.986145,-6.724951,151.000000,0.277800,19.700000,83.000000,Clouds,0.000000,0,40.000000
06/30/2021,09:39:22,93.420000,0.000000,N,33.986145,-6.724951,151.000000,0.277800,19.700000,83.000000,Clouds,0.000000,0,40.000000
06/30/2021,09:39:23,93.420000,0.000000,N,33.986145,-6.724951,151.000000,0.277800,19.700000,83.000000,Clouds,0.000000,0,40.000000
06/30/2021,09:39:24,93.420000,0.000000,N,33.986145,-6.724951,151.000000,0.277800,19.700000,83.000000,Clouds,0.000000,0,40.000000
06/30/2021,09:39:25,93.420000,0.000000,N,33.986145,-6.724951,151.000000,0.277800,19.700000,83.000000,Clouds,0.000000,0,40.000000
06/30/2021,09:39:26,93.420000,0.000000,N,33.986145,-6.724951,151.000000,0.277800,19.700000,83.000000,Clouds,0.000000,0,40.000000
06/30/2021,09:39:27,93.420000,0.000000,N,33.986145,-6.724951,151.000000,0.277800,19.700000,83.000000,Clouds,0.000000,0,40.000000
06/30/2021,09:39:28,93.420000,0.000000,N,33.986145,-6.724951,151.000000,0.277800,19.700000,83.000000,Clouds,0.000000,0,40.000000
06/30/2021,09:39:29,93.420000,0.000000,N,33.986137,-6.724939,151.000000,0.037040,19.700000,83.000000,Clouds,0.000000,0,40.000000
06/30/2021,09:39:30,93.420000,0.440000,N,33.986137,-6.724939,151.000000,0.037040,19.700000,83.000000,Clouds,0.000000,0,40.000000
06/30/2021,09:39:31,93.420000,0.770000,N,33.986137,-6.724939,151.000000,0.037040,19.700000,83.000000,Clouds,0.000000,0,40.000000
06/30/2021,09:39:32,93.420000,0.880000,N,33.986137,-6.724939,151.000000,0.037040,19.700000,83.000000,Clouds,0.000000,0,40.000000
06/30/2021,09:39:33,93.400000,2.100000,N,33.986137,-6.724939,151.000000,0.037040,19.700000,83.000000,Clouds,0.000000,0,40.000000
06/30/2021,09:39:34,93.400000,2.220000,N,33.986137,-6.724939,151.000000,0.037040,19.700000,83.000000,Clouds,0.000000,0,40.000000
06/30/2021,09:39:35,93.400000,1.330000,N,33.986137,-6.724939,151.000000,0.037040,19.700000,83.000000,Clouds,0.000000,0,40.000000
06/30/2021,09:39:36,93.400000,0.000000,N,33.986137,-6.724939,151.000000,0.037040,19.700000,83.000000,Clouds,0.000000,0,40.000000
06/30/2021,09:39:37,93.400000,0.000000,N,33.986137,-6.724939,151.000000,0.037040,19.700000,83.000000,Clouds,0.000000,0,40.000000
06/30/2021,09:39:38,93.400000,0.000000,N,33.986137,-6.724939,151.000000,0.037040,19.700000,83.000000,Clouds,0.000000,0,40.000000
06/30/2021,09:39:39,93.400000,0.000000,N,33.986153,-6.724891,159.000000,0.037040,19.700000,83.000000,Clouds,0.000000,0,40.000000
06/30/2021,09:39:40,93.400000,0.000000,N,33.986153,-6.724891,159.000000,0.037040,19.700000,83.000000,Clouds,0.000000,0,40.000000
06/30/2021,09:39:41,93.400000,0.000000,N,33.986153,-6.724891,159.000000,0.037040,19.700000,83.000000,Clouds,0.000000,0,40.000000
06/30/2021,09:39:42,93.400000,0.000000,N,33.986153,-6.724891,159.000000,0.037040,19.700000,83.000000,Clouds,0.000000,0,40.000000
06/30/2021,09:39:43,93.400000,0.000000,N,33.986153,-6.724891,159.000000,0.037040,19.700000,83.000000,Clouds,0.000000,0,40.000000
06/30/2021,09:39:44,93.400000,0.000000,N,33.986153,-6.724891,159.000000,0.037040,19.700000,83.000000,Clouds,0.000000,0,40.000000
06/30/2021,09:39:45,93.400000,0.000000,N,33.986153,-6.724891,159.000000,0.037040,19.700000,83.000000,Clouds,0.000000,0,40.000000
06/30/2021,09:39:46,93.400000,0.000000,N,33.986153,-6.724891,159.000000,0.037040,19.700000,83.000000,Clouds,0.000000,0,40.000000
06/30/2021,09:39:47,93.400000,0.000000,N,33.986153,-6.724891,159.000000,0.037040,19.700000,83.000000,Clouds,0.000000,0,40.000000
06/30/2021,09:39:48,93.400000,0.660000,N,33.986153,-6.724891,159.000000,0.037040,19.700000,83.000000,Clouds,0.000000,0,40.000000
06/30/2021,09:39:49,93.400000,0.660000,N,33.986153,-6.724891,159.000000,0.037040,19.700000,83.000000,Clouds,0.000000,0,40.000000
06/30/2021,09:39:50,93.380000,0.660000,N,33.986153,-6.724891,159.000000,0.037040,19.700000,83.000000,Clouds,0.000000,0,40.000000
06/30/2021,09:39:51,93.380000,0.660000,D,33.986153,-6.724891,159.000000,0.037040,19.700000,83.000000,Clouds,0.000000,0,40.000000
06/30/2021,09:39:52,93.380000,0.660000,D,33.986134,-6.724896,159.000000,4.815200,19.700000,83.000000,Clouds,0.000000,0,40.000000
06/30/2021,09:39:53,93.380000,0.660000,D,33.986134,-6.724896,159.000000,4.815200,19.700000,83.000000,Clouds,0.000000,0,40.000000
06/30/2021,09:39:54,93.380000,0.660000,D,33.986134,-6.724896,159.000000,4.815200,19.700000,83.000000,Clouds,0.000000,0,40.000000
06/30/2021,09:39:55,93.380000,8.320000,D,33.986134,-6.724896,159.000000,4.815200,19.700000,83.000000,Clouds,0.000000,0,40.000000
06/30/2021,09:39:56,93.360000,8.320000,D,33.986134,-6.724896,159.000000,4.815200,19.700000,83.000000,Clouds,0.000000,0,40.000000
06/30/2021,09:39:57,93.360000,8.320000,D,33.986134,-6.724896,159.000000,4.815200,19.700000,83.000000,Clouds,0.000000,0,40.000000
06/30/2021,09:39:58,93.360000,8.100000,D,33.986134,-6.724896,159.000000,4.815200,19.700000,83.000000,Clouds,0.000000,0,40.000000
06/30/2021,09:39:59,93.360000,8.100000,D,33.986134,-6.724896,159.000000,4.815200,19.700000,83.000000,Clouds,0.000000,0,40.000000
